Auditor ID,Date,Price,Store ID,Product ID
234,10/27/17,6.22,66999,000786293238
234,10/16/17,54.77,66999,000438682627
234,10/20/17,15.65,66999,000434688119
234,10/25/17,8.4,66999,000529559570
234,10/24/17,29.81,66999,000678539677
234,10/16/17,42.37,66999,000643891644
234,10/28/17,43.81,66999,000311513952
234,10/21/17,14.44,66999,000243934119
234,10/27/17,48.93,66999,000442236507
234,10/23/17,39.72,66999,000196109651
234,10/24/17,1.83,66999,000045845527
234,10/25/17,21.25,66999,000094769945
234,10/23/17,41.32,66999,000872889619
234,10/16/17,34.55,66999,000314756902
234,10/25/17,32.82,66999,000962019991
234,10/29/17,43.2,66999,000827631041
234,10/28/17,21.7,66999,000220433295
234,10/24/17,32.81,66999,000132458395
234,10/17/17,5.53,66999,000011873171
234,10/18/17,28.83,66999,000278003538
234,10/16/17,20.13,66999,000927693101
234,10/19/17,53.93,66999,000932170886
234,10/26/17,49.75,66999,000395790602
234,10/20/17,50.47,66999,000363461563
234,10/25/17,22.16,66999,000395515572
234,10/19/17,22.06,66999,000617543188
234,10/20/17,59.35,66999,000587031338
234,10/20/17,40.51,66999,000222633181
234,10/19/17,50.53,66999,000723934665
234,10/21/17,54.56,66999,000849425547
234,10/25/17,5.37,66999,000449986246
234,10/22/17,37.52,66999,000081927167
234,10/22/17,33.27,66999,000915191199
234,10/28/17,25.1,66999,000333967502
234,10/16/17,59.73,66999,000027866264
234,10/23/17,18.87,66999,000978196729
234,10/29/17,16.67,66999,000923891080
234,10/19/17,50.84,66999,000391122766
234,10/28/17,18.37,66999,000025313327
234,10/27/17,43.73,66999,000187405236
234,10/26/17,15.83,66999,000574010167
234,10/24/17,35.17,66999,000454788216
234,10/28/17,20.76,66999,000683810722
234,10/28/17,0.93,66999,000557637639
234,10/25/17,51.83,66999,000269161785
234,10/24/17,33.46,66999,000440309024
234,10/20/17,58.25,66999,000795655973
234,10/27/17,18.94,66999,000152458350
234,10/27/17,62.32,66999,000584598491
234,10/18/17,45.9,66999,000189565540
234,10/21/17,61.34,66999,000254804864
234,10/20/17,24.05,66999,000967167461
234,10/20/17,51.8,66999,000749133422
234,10/22/17,34.06,66999,000119616993
234,10/18/17,19.31,66999,000583382498
234,10/18/17,1.03,66999,000499640947
234,10/19/17,60.02,66999,000070124770
234,10/17/17,41.66,66999,000536411687
234,10/29/17,0.94,66999,000604272498
234,10/19/17,18.67,66999,000157966725
234,10/17/17,22.11,66999,000435304991
234,10/24/17,39.23,66999,000883713851
234,10/16/17,55.36,66999,000441404447
234,10/19/17,49.34,66999,000223905761
234,10/24/17,5.34,66999,000551067349
234,10/19/17,18.97,66999,000793865483
234,10/16/17,27.25,66999,000877162041
234,10/22/17,47.62,66999,000549873373
234,10/20/17,43.25,66999,000866416138
234,10/17/17,63.12,66999,000421176959
234,10/20/17,45.85,66999,000690308756
234,10/18/17,58.31,66999,000350639776
234,10/22/17,48.4,66999,000688174297
234,10/23/17,27.95,66999,000654483249
234,10/29/17,50.45,66999,000162356142
234,10/26/17,61.91,66999,000835193761
234,10/29/17,54.92,66999,000801329171
234,10/25/17,39.44,66999,000958194401
234,10/29/17,54.16,66999,000534498710
234,10/28/17,39.26,66999,000441453292
234,10/27/17,59.52,66999,000591915659
234,10/17/17,54.65,66999,000441947799
234,10/16/17,25.15,66999,000399409590
234,10/25/17,8.37,66999,000748626363
234,10/29/17,54.24,66999,000429624919
234,10/18/17,56.62,66999,000305207870
234,10/22/17,3.82,66999,000701377201
234,10/23/17,23.73,66999,000728311671
234,10/18/17,2.12,66999,000375780233
234,10/25/17,41.21,66999,000310210791
234,10/21/17,56.02,66999,000083141336
234,10/28/17,48.91,66999,000791901779
234,10/29/17,41.42,66999,000314205929
234,10/25/17,15.12,66999,000373709792
234,10/18/17,43.5,66999,000074029795
234,10/29/17,59.9,66999,000506238955
234,10/17/17,12.8,66999,000044385546
234,10/27/17,34.71,66999,000240924482
234,10/18/17,5.62,66999,000861024387
234,10/27/17,44.61,66999,000804094528
234,10/16/17,25.17,66999,000856554674
234,10/16/17,34.94,66999,000248544810
234,10/17/17,33.33,66999,000057394222
234,10/17/17,42.93,66999,000414105716
234,10/19/17,50.76,66999,000698731992
234,10/19/17,48.22,66999,000764458897
234,10/21/17,36.14,66999,000066025021
234,10/18/17,25.96,66999,000365630841
234,10/29/17,54.46,66999,000534500231
234,10/23/17,26.71,66999,000966125119
234,10/27/17,40.42,66999,000303748850
234,10/16/17,59.46,66999,000111650456
234,10/25/17,5.67,66999,000016999755
234,10/23/17,33.03,66999,000486482090
234,10/27/17,13.45,66999,000634830299
234,10/25/17,28.13,66999,000488091787
234,10/21/17,21.15,66999,000588225773
234,10/26/17,40.24,66999,000238497653
234,10/29/17,2.42,66999,000200021055
234,10/21/17,31.37,66999,000430094535
234,10/17/17,33.4,66999,000526212256
234,10/22/17,21.36,66999,000557031026
234,10/21/17,54.52,66999,000980150388
234,10/16/17,36.75,66999,000831054514
234,10/25/17,47.62,66999,000965370690
234,10/26/17,41.96,66999,000758967619
234,10/20/17,55.46,66999,000300702726
234,10/28/17,9.75,66999,000768628469
234,10/29/17,28.55,66999,000200282631
234,10/24/17,12.21,66999,000835966795
234,10/24/17,8.55,66999,000021872584
234,10/19/17,43.73,66999,000583814806
234,10/19/17,13.97,66999,000426268457
234,10/26/17,45.66,66999,000865020811
234,10/16/17,28.43,66999,000840138489
234,10/19/17,7.95,66999,000477638150
234,10/24/17,45.52,66999,000938758588
234,10/20/17,58.36,66999,000966807089
234,10/22/17,28.57,66999,000574404121
234,10/20/17,3.33,66999,000069037528
234,10/25/17,47.33,66999,000200809424
234,10/22/17,55.36,66999,000820540489
234,10/18/17,61.95,66999,000377365657
234,10/16/17,10.3,66999,000905792642
234,10/16/17,3.22,66999,000017066659
234,10/17/17,13.57,66999,000952635660
234,10/21/17,43.15,66999,000508453812
234,10/25/17,25.9,66999,000047158754
234,10/16/17,2.0,66999,000285638116
234,10/26/17,44.11,66999,000571419391
234,10/23/17,41.67,66999,000678530217
234,10/22/17,13.77,66999,000387815880
234,10/28/17,60.66,66999,000797375865
234,10/19/17,24.92,66999,000993910240
234,10/17/17,55.77,66999,000298650567
234,10/18/17,59.1,66999,000112817865
234,10/25/17,39.81,66999,000988776021
234,10/18/17,27.74,66999,000023493525
234,10/20/17,48.01,66999,000323385020
234,10/26/17,57.15,66999,000899956196
234,10/25/17,37.12,66999,000529968586
234,10/17/17,18.2,66999,000922747986
234,10/28/17,35.52,66999,000743414051
234,10/25/17,59.7,66999,000295208432
234,10/28/17,28.33,66999,000450309449
234,10/27/17,62.11,66999,000456113225
234,10/21/17,42.11,66999,000808274867
234,10/17/17,34.04,66999,000476935693
234,10/29/17,30.72,66999,000361609713
234,10/19/17,6.82,66999,000311625369
234,10/16/17,59.67,66999,000461128883
234,10/26/17,17.9,66999,000917211564
234,10/22/17,25.6,66999,000627416688
234,10/26/17,59.91,66999,000884354350
234,10/22/17,60.46,66999,000881539712
234,10/25/17,34.0,66999,000299791600
234,10/22/17,41.45,66999,000292740862
234,10/26/17,8.06,66999,000672429356
234,10/19/17,16.23,66999,000306887951
234,10/22/17,23.4,66999,000110497121
234,10/28/17,26.21,66999,000441772088
234,10/24/17,31.73,66999,000764530996
234,10/17/17,28.51,66999,000400625108
234,10/21/17,45.01,66999,000193724353
234,10/22/17,40.81,66999,000383193164
234,10/23/17,1.77,66999,000762004012
234,10/25/17,26.32,66999,000878698622
234,10/29/17,6.85,66999,000643629043
234,10/16/17,3.16,66999,000864093895
234,10/19/17,8.06,66999,000832037986
234,10/18/17,51.35,66999,000887149013
234,10/18/17,21.36,66999,000130186387
234,10/29/17,34.27,66999,000107865183
234,10/26/17,8.44,66999,000016729338
234,10/21/17,31.15,66999,000909199429
234,10/21/17,18.51,66999,000726593797
234,10/21/17,48.62,66999,000275219414
234,10/19/17,58.06,66999,000857067649
234,10/25/17,53.46,66999,000681789308
234,10/17/17,14.6,66999,000762977091
234,10/29/17,42.61,66999,000479749486
234,10/20/17,54.23,66999,000702065059
234,10/22/17,60.43,66999,000616240709
234,10/25/17,27.97,66999,000685715810
234,10/24/17,27.47,66999,000057714338
234,10/20/17,51.62,66999,000565229692
234,10/25/17,12.34,66999,000098164748
234,10/19/17,59.86,66999,000445250129
234,10/28/17,51.04,66999,000971923169
234,10/22/17,39.95,66999,000387431034
234,10/23/17,28.33,66999,000641131808
234,10/21/17,54.02,66999,000845893087
234,10/28/17,59.97,66999,000236677062
234,10/21/17,26.42,66999,000376153383
234,10/20/17,36.65,66999,000542244776
234,10/26/17,50.4,66999,000494020899
234,10/21/17,35.25,66999,000182310151
234,10/18/17,5.51,66999,000068034486
234,10/16/17,16.03,66999,000919110708
234,10/18/17,63.07,66999,000768879663
234,10/18/17,23.07,66999,000827352822
234,10/18/17,12.44,66999,000555531366
234,10/21/17,58.33,66999,000899819893
234,10/17/17,20.2,66999,000744486125
234,10/22/17,31.34,66999,000364526351
234,10/25/17,7.66,66999,000744228999
234,10/16/17,36.36,66999,000637601085
234,10/23/17,63.07,66999,000676268953
234,10/16/17,48.2,66999,000980113553
234,10/25/17,23.4,66999,000569684083
234,10/19/17,55.56,66999,000568256903
234,10/19/17,39.37,66999,000354716417
234,10/22/17,62.86,66999,000158953776
234,10/25/17,60.84,66999,000383815591
234,10/16/17,6.73,66999,000338863686
234,10/19/17,42.83,66999,000321130189
234,10/28/17,34.22,66999,000130358296
234,10/26/17,8.83,66999,000371889838
234,10/17/17,18.92,66999,000870721732
234,10/25/17,59.22,66999,000357064541
234,10/21/17,30.2,66999,000055833407
234,10/21/17,57.13,66999,000015052612
234,10/20/17,25.11,66999,000612864775
234,10/24/17,11.45,66999,000026791818
234,10/29/17,25.92,66999,000360754991
234,10/23/17,39.6,66999,000794251522
234,10/29/17,2.85,66999,000070848410
234,10/27/17,3.17,66999,000541222561
234,10/16/17,50.63,66999,000448330081
234,10/22/17,10.93,66999,000477240979
234,10/24/17,18.02,66999,000931390073
234,10/25/17,61.61,66999,000950498192
234,10/29/17,53.8,66999,000273984951
234,10/19/17,34.63,66999,000614172105
234,10/29/17,30.14,66999,000727229928
234,10/18/17,35.21,66999,000240879755
234,10/28/17,24.11,66999,000739054494
234,10/21/17,54.97,66999,000854689154
234,10/28/17,39.44,66999,000966176819
234,10/18/17,11.74,66999,000849299370
234,10/21/17,8.71,66999,000071726448
234,10/27/17,15.62,66999,000826771870
234,10/27/17,26.03,66999,000549109328
234,10/28/17,58.24,66999,000088576101
234,10/21/17,45.94,66999,000583333446
234,10/28/17,2.8,66999,000086858655
234,10/17/17,32.7,66999,000327660050
234,10/24/17,22.57,66999,000447858500
234,10/25/17,27.31,66999,000507203618
234,10/26/17,21.87,66999,000361981249
234,10/29/17,19.14,66999,000525505777
234,10/25/17,52.54,66999,000022976162
234,10/18/17,61.55,66999,000353626798
234,10/20/17,3.73,66999,000376311065
234,10/24/17,28.97,66999,000154602616
234,10/25/17,3.35,66999,000622287285
234,10/16/17,38.53,66999,000376851918
234,10/25/17,23.37,66999,000690451660
234,10/25/17,17.11,66999,000805082512
234,10/25/17,43.72,66999,000285195716
234,10/19/17,40.3,66999,000044276570
234,10/18/17,38.76,66999,000392781848
234,10/28/17,36.72,66999,000073544548
234,10/18/17,39.67,66999,000614290704
234,10/21/17,29.12,66999,000256779462
234,10/28/17,45.24,66999,000514730047
234,10/17/17,5.26,66999,000649976289
234,10/16/17,61.81,66999,000976976235
234,10/29/17,53.77,66999,000451469731
234,10/28/17,51.5,66999,000789649867
234,10/26/17,47.16,66999,000242743338
234,10/29/17,15.51,66999,000574169049
234,10/29/17,30.54,66999,000416414679
234,10/24/17,33.64,66999,000271202170
234,10/22/17,21.97,66999,000641206219
234,10/28/17,33.17,66999,000783399454
234,10/20/17,53.87,66999,000060912855
234,10/25/17,23.9,66999,000105664025
234,10/18/17,4.66,66999,000864128161
234,10/23/17,31.93,66999,000300970093
234,10/16/17,39.44,66999,000451026029
234,10/18/17,62.51,66999,000160430177
234,10/19/17,26.71,66999,000894764703
234,10/21/17,13.96,66999,000930355523
234,10/20/17,48.05,66999,000690392986
234,10/16/17,32.26,66999,000839680734
234,10/26/17,31.62,66999,000332493471
234,10/17/17,25.32,66999,000627807402
234,10/17/17,60.73,66999,000099830442
234,10/24/17,32.23,66999,000019911643
234,10/28/17,45.22,66999,000340260209
234,10/22/17,51.7,66999,000538783344
234,10/20/17,20.17,66999,000852479948
234,10/22/17,42.9,66999,000152181269
234,10/20/17,3.14,66999,000371212986
234,10/24/17,50.51,66999,000062563085
234,10/18/17,22.2,66999,000944430721
234,10/20/17,61.84,66999,000161076622
234,10/27/17,16.45,66999,000907400779
234,10/27/17,55.06,66999,000486230490
234,10/21/17,50.55,66999,000393028851
234,10/23/17,23.83,66999,000612017146
234,10/22/17,4.94,66999,000778682895
234,10/26/17,59.3,66999,000818139689
234,10/26/17,32.96,66999,000541553073
234,10/24/17,8.51,66999,000555173446
234,10/29/17,53.8,66999,000224558960
234,10/28/17,4.55,66999,000484526970
234,10/22/17,38.17,66999,000301161010
234,10/28/17,2.05,66999,000526328901
234,10/18/17,32.41,66999,000165559469
234,10/29/17,24.57,66999,000645331356
234,10/26/17,23.34,66999,000063494206
234,10/24/17,31.26,66999,000354630366
234,10/22/17,13.81,66999,000077045464
234,10/29/17,17.55,66999,000674159443
234,10/24/17,18.54,66999,000144575642
234,10/25/17,21.14,66999,000124052151
234,10/20/17,25.12,66999,000509056495
234,10/28/17,55.64,66999,000242277190
536,10/21/17,60.69,4698,000026959766
536,10/26/17,33.69,4698,000228431403
536,10/27/17,45.39,4698,000947534594
536,10/16/17,63.99,4698,000099830442
536,10/29/17,50.79,4698,000963229417
536,10/21/17,21.49,4698,000543464804
536,10/29/17,22.79,4698,000106365705
536,10/28/17,3.39,4698,000622287285
536,10/18/17,62.39,4698,000357064541
536,10/29/17,9.59,4698,000027595398
536,10/24/17,28.39,4698,000388197861
536,10/29/17,27.09,4698,000473279874
536,10/25/17,33.69,4698,000375916960
536,10/20/17,44.89,4698,000864892235
536,10/18/17,15.39,4698,000978164640
536,10/22/17,12.89,4698,000835966795
536,10/22/17,5.59,4698,000449986246
536,10/28/17,12.19,4698,000062068892
536,10/27/17,15.39,4698,000762977091
536,10/28/17,30.99,4698,000283434497
536,10/26/17,30.49,4698,000654081535
536,10/23/17,30.09,4698,000400625108
536,10/16/17,25.09,4698,000612017146
536,10/26/17,37.09,4698,000182310151
536,10/21/17,14.39,4698,000581030587
536,10/21/17,48.79,4698,000790347148
536,10/18/17,9.99,4698,000526069074
536,10/27/17,53.19,4698,000246582548
536,10/21/17,34.19,4698,000696954302
536,10/24/17,41.29,4698,000883713851
536,10/20/17,36.09,4698,000698510708
536,10/28/17,55.09,4698,000742030365
536,10/19/17,21.49,4698,000554043945
536,10/29/17,4.69,4698,000484526970
536,10/29/17,45.79,4698,000555275616
536,10/29/17,45.09,4698,000995745822
536,10/26/17,39.59,4698,000460807284
536,10/24/17,59.09,4698,000083141336
536,10/24/17,62.49,4698,000987411986
536,10/24/17,19.49,4698,000726593797
536,10/16/17,5.89,4698,000363196884
536,10/17/17,4.59,4698,000822316142
536,10/24/17,34.99,4698,000915191199
536,10/17/17,32.79,4698,000716383928
536,10/29/17,66.49,4698,000421176959
536,10/25/17,28.59,4698,000186497742
536,10/18/17,23.49,4698,000631749882
536,10/20/17,32.49,4698,000535286391
536,10/26/17,3.39,4698,000906234211
536,10/19/17,26.49,4698,000399409590
536,10/22/17,8.79,4698,000737000536
536,10/20/17,18.09,4698,000896974529
536,10/19/17,64.19,4698,000876898615
536,10/19/17,54.59,4698,000269161785
536,10/18/17,4.89,4698,000864128161
536,10/18/17,65.89,4698,000838460068
536,10/28/17,29.69,4698,000488091787
536,10/17/17,43.39,4698,000854985252
536,10/16/17,16.39,4698,000826771870
536,10/29/17,23.19,4698,000058785197
536,10/28/17,32.09,4698,000416414679
536,10/18/17,26.79,4698,000262051609
536,10/24/17,15.39,4698,000251180255
536,10/24/17,62.19,4698,000582451335
536,10/16/17,52.49,4698,000883647960
536,10/22/17,46.09,4698,000332996724
536,10/16/17,39.39,4698,000658435562
536,10/25/17,41.89,4698,000196109651
536,10/19/17,33.39,4698,000327470693
536,10/20/17,48.69,4698,000174429227
536,10/20/17,53.19,4698,000393028851
536,10/28/17,63.69,4698,000881539712
536,10/29/17,17.99,4698,000418444428
536,10/24/17,14.19,4698,000952635660
536,10/19/17,59.69,4698,000305207870
536,10/19/17,13.49,4698,000044385546
536,10/16/17,8.99,4698,000207648093
536,10/16/17,61.29,4698,000088576101
536,10/26/17,18.39,4698,000674159443
536,10/16/17,22.89,4698,000220433295
536,10/21/17,5.89,4698,000886012244
536,10/18/17,10.19,4698,000768628469
536,10/28/17,19.49,4698,000234033889
536,10/23/17,45.39,4698,000112509592
536,10/29/17,43.89,4698,000700660531
536,10/16/17,60.39,4698,000305310988
536,10/29/17,32.59,4698,000016900911
536,10/26/17,38.09,4698,000122484761
536,10/21/17,57.49,4698,000426540728
536,10/18/17,53.79,4698,000337353166
536,10/22/17,58.69,4698,000124091247
536,10/28/17,36.19,4698,000750854309
536,10/29/17,20.79,4698,000441168504
536,10/22/17,46.19,4698,000311513952
536,10/22/17,6.69,4698,000866698043
536,10/25/17,16.09,4698,000325260449
536,10/25/17,27.39,4698,000437637358
536,10/20/17,30.59,4698,000040555797
536,10/27/17,39.59,4698,000860167579
536,10/19/17,8.89,4698,000760445497
536,10/25/17,63.19,4698,000070124770
536,10/19/17,28.89,4698,000894150291
536,10/20/17,62.79,4698,000461128883
536,10/25/17,37.89,4698,000516205909
536,10/27/17,44.79,4698,000312588009
536,10/26/17,65.19,4698,000421428384
536,10/21/17,11.79,4698,000633357974
536,10/21/17,27.79,4698,000376153383
536,10/18/17,38.69,4698,000073544548
536,10/22/17,57.89,4698,000854689154
536,10/27/17,37.79,4698,000842968031
536,10/25/17,18.09,4698,000635609352
536,10/25/17,21.19,4698,000852479948
536,10/16/17,1.09,4698,000278739906
536,10/24/17,34.49,4698,000327660050
536,10/19/17,41.29,4698,000441453292
536,10/28/17,46.09,4698,000187405236
536,10/16/17,8.39,4698,000234070455
536,10/23/17,65.69,4698,000946880003
536,10/26/17,15.09,4698,000437172755
536,10/28/17,28.49,4698,000265291556
536,10/17/17,17.99,4698,000805082512
536,10/19/17,5.89,4698,000861024387
536,10/23/17,47.59,4698,000052851370
536,10/24/17,14.79,4698,000440219593
536,10/28/17,30.09,4698,000714768657
536,10/24/17,60.19,4698,000899956196
536,10/16/17,62.49,4698,000897021614
536,10/24/17,50.69,4698,000904714463
536,10/21/17,61.69,4698,000533704030
536,10/26/17,3.29,4698,000699701113
536,10/24/17,27.39,4698,000859607186
536,10/22/17,35.09,4698,000325885139
536,10/27/17,47.89,4698,000842621232
536,10/20/17,31.79,4698,000472559312
536,10/24/17,21.89,4698,000677674656
536,10/26/17,27.39,4698,000912415151
536,10/19/17,16.29,4698,000574169049
536,10/25/17,42.59,4698,000509419735
536,10/19/17,9.09,4698,000850719150
536,10/17/17,45.39,4698,000541944658
536,10/22/17,33.89,4698,000839680734
536,10/24/17,6.09,4698,000238245641
536,10/20/17,11.99,4698,000708247357
536,10/16/17,62.39,4698,000065837987
536,10/20/17,57.39,4698,000534500231
536,10/29/17,50.89,4698,000325836526
536,10/18/17,33.99,4698,000019911643
536,10/29/17,44.19,4698,000514912132
536,10/22/17,23.09,4698,000641206219
536,10/19/17,25.29,4698,000967167461
536,10/18/17,37.49,4698,000333664376
536,10/26/17,49.89,4698,000298558534
536,10/27/17,24.59,4698,000711957058
536,10/20/17,50.79,4698,000980113553
536,10/16/17,5.89,4698,000016999755
536,10/25/17,44.89,4698,000479749486
536,10/18/17,16.69,4698,000338728090
536,10/19/17,33.39,4698,000332493471
536,10/25/17,16.49,4698,000470692001
536,10/25/17,3.99,4698,000798625113
536,10/17/17,29.39,4698,000654483249
536,10/28/17,8.89,4698,000016729338
536,10/20/17,2.09,4698,000355520088
536,10/20/17,1.29,4698,000372268051
536,10/18/17,53.79,4698,000477539026
536,10/27/17,62.49,4698,000818139689
536,10/21/17,47.29,4698,000783899410
536,10/25/17,40.69,4698,000774342015
536,10/19/17,12.99,4698,000069584995
536,10/25/17,23.29,4698,000435304991
536,10/17/17,0.69,4698,000198082596
536,10/24/17,23.59,4698,000118708197
536,10/23/17,22.39,4698,000127821311
536,10/18/17,13.09,4698,000555531366
536,10/23/17,10.09,4698,000821096485
536,10/25/17,5.79,4698,000846637828
536,10/19/17,65.39,4698,000269567447
536,10/17/17,60.59,4698,000432934258
536,10/20/17,55.09,4698,000685061388
536,10/21/17,56.29,4698,000681789308
536,10/18/17,30.69,4698,000256779462
536,10/24/17,39.79,4698,000291765113
536,10/29/17,64.09,4698,000383815591
536,10/19/17,3.39,4698,000421047592
536,10/27/17,31.09,4698,000503341824
536,10/26/17,40.89,4698,000645118810
536,10/19/17,33.29,4698,000142252924
536,10/27/17,31.89,4698,000045824749
536,10/16/17,0.99,4698,000499640947
536,10/23/17,39.99,4698,000920526931
536,10/19/17,9.09,4698,000489000444
536,10/22/17,46.09,4698,000583814806
536,10/25/17,43.69,4698,000842306029
536,10/24/17,40.49,4698,000998831540
536,10/28/17,4.89,4698,000488377803
536,10/25/17,50.99,4698,000688174297
536,10/27/17,5.69,4698,000659422945
536,10/16/17,24.69,4698,000569684083
536,10/29/17,62.29,4698,000917901226
536,10/16/17,3.69,4698,000924190396
536,10/25/17,52.49,4698,000177925497
536,10/19/17,58.49,4698,000568256903
536,10/24/17,5.19,4698,000778682895
536,10/23/17,1.49,4698,000509116779
536,10/19/17,15.19,4698,000663501723
536,10/28/17,63.49,4698,000945973686
536,10/16/17,3.49,4698,000044053660
536,10/28/17,62.89,4698,000027866264
536,10/19/17,65.59,4698,000492209870
536,10/29/17,45.39,4698,000508453812
536,10/16/17,49.59,4698,000895637329
536,10/28/17,56.39,4698,000200253393
536,10/27/17,15.19,4698,000456975266
536,10/25/17,27.69,4698,000311693284
536,10/19/17,50.79,4698,000764458897
536,10/28/17,36.29,4698,000977134983
536,10/29/17,10.69,4698,000565170341
536,10/26/17,25.79,4698,000700041439
536,10/18/17,56.79,4698,000932170886
536,10/17/17,32.99,4698,000430094535
536,10/29/17,22.59,4698,000912873332
536,10/17/17,43.69,4698,000856365324
536,10/25/17,50.79,4698,000870595943
536,10/26/17,27.39,4698,000549109328
536,10/18/17,30.49,4698,000154602616
536,10/25/17,37.69,4698,000373656227
536,10/26/17,56.99,4698,000534498710
536,10/21/17,21.69,4698,000517769564
536,10/25/17,5.09,4698,000266112120
536,10/28/17,50.09,4698,000581614281
536,10/22/17,40.99,4698,000161725486
536,10/21/17,21.69,4698,000585091176
536,10/19/17,7.89,4698,000157129774
536,10/16/17,51.19,4698,000059479815
536,10/16/17,13.29,4698,000218958254
536,10/21/17,58.69,4698,000881311707
536,10/23/17,11.89,4698,000702239031
536,10/20/17,54.99,4698,000388544851
536,10/26/17,42.59,4698,000757501813
536,10/20/17,63.09,4698,000193736714
536,10/29/17,12.09,4698,000994344572
536,10/22/17,40.89,4698,000848280790
536,10/26/17,30.29,4698,000808976577
536,10/25/17,21.19,4698,000927693101
536,10/28/17,32.79,4698,000909199429
536,10/23/17,2.19,4698,000060168857
536,10/20/17,24.29,4698,000896138462
536,10/22/17,56.59,4698,000451469731
536,10/28/17,57.49,4698,000849425547
536,10/24/17,23.49,4698,000277394644
536,10/28/17,27.09,4698,000126967843
536,10/18/17,53.19,4698,000394331468
536,10/19/17,57.59,4698,000299905463
536,10/22/17,58.69,4698,000298650567
536,10/23/17,16.59,4698,000650943158
536,10/17/17,44.19,4698,000769464973
536,10/23/17,20.79,4698,000928259579
536,10/20/17,12.99,4698,000098164748
536,10/29/17,7.19,4698,000514805290
536,10/24/17,11.49,4698,000477240979
536,10/27/17,3.29,4698,000541222561
536,10/19/17,66.39,4698,000676268953
536,10/25/17,38.99,4698,000980564443
536,10/18/17,43.39,4698,000310210791
536,10/26/17,35.19,4698,000440309024
536,10/25/17,58.19,4698,000304468559
536,10/23/17,61.69,4698,000470178735
536,10/19/17,14.29,4698,000093351329
536,10/20/17,29.79,4698,000641131808
536,10/17/17,54.29,4698,000789649867
536,10/28/17,22.59,4698,000819121025
536,10/23/17,37.69,4698,000095866554
536,10/24/17,42.89,4698,000250622702
536,10/27/17,57.69,4698,000768900012
536,10/22/17,42.49,4698,000044276570
536,10/28/17,41.99,4698,000387431034
536,10/22/17,63.89,4698,000266788198
536,10/21/17,40.79,4698,000392781848
536,10/21/17,20.09,4698,000688858216
536,10/29/17,31.39,4698,000644054876
536,10/26/17,66.19,4698,000981510405
536,10/25/17,23.49,4698,000480476230
536,10/16/17,64.29,4698,000692276824
536,10/24/17,17.49,4698,000714264288
